Timestamp,Boxes
3/19/21 12:28,"Arizona, California, Delaware, Florida, Hawaii, Maryland, Michigan, New Jersey, New York, Pennsylvania, South Carolina, Utah, Virginia, Washington"
3/19/21 12:29,"California, Colorado, New York, North Carolina, South Carolina"
3/19/21 12:30,"Alabama, California, Colorado, Delaware, District of Columbia, Florida, Georgia, Maryland, Massachusetts, Minnesota, Missouri, Nebraska, New Jersey, New York, North Carolina, Ohio, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Utah, Vermont, Virginia, West Virginia"
3/19/21 12:34,"California, Delaware, District of Columbia, Florida, Maryland, Massachusetts, New Jersey, New York, Pennsylvania, Vermont"
3/19/21 12:34,"Alaska, Connecticut, District of Columbia, Florida, Illinois, Maine, Maryland, Massachusetts, New Jersey, New York, North Carolina, Pennsylvania, Rhode Island, South Carolina, Virginia, West Virginia"
3/19/21 12:34,"Connecticut, Delaware, District of Columbia, Florida, Georgia, Maryland, Massachusetts, New Jersey, New York, Pennsylvania, Rhode Island, South Carolina, Virginia"
3/19/21 12:36,"Arizona, California, Colorado, Connecticut, District of Columbia, Florida, Hawaii, Illinois, Indiana, Iowa, Maine, Massachusetts, New Jersey, New York, Pennsylvania, Rhode Island, U.S. Virgin Islands, Wisconsin"
3/19/21 12:36,"Alabama, Arkansas, California, Connecticut, Delaware, District of Columbia, Florida, Georgia, Illinois, Indiana, Kansas, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Nevada, New Hampshire, New Jersey, New York, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Vermont, Virginia, Washington, West Virginia, Wisconsin"
3/19/21 12:38,"California, Connecticut, District of Columbia, Florida, Maryland, Massachusetts, New Jersey, New York, North Carolina, Pennsylvania, Rhode Island, Virginia, Wisconsin"
3/19/21 12:38,"California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Illinois, Indiana, Iowa, Kansas, Maine, Maryland, Massachusetts, Missouri, Nebraska, New Hampshire, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, Vermont, Virginia"
3/19/21 12:41,"California, Connecticut, District of Columbia, Florida, Hawaii, Illinois, Maine, Massachusetts, New Hampshire, New Jersey, New York, Oregon, Pennsylvania, Rhode Island, Vermont, Washington"
3/19/21 12:46,"Massachusetts, New Jersey, New York, Pennsylvania, Puerto Rico"
3/19/21 12:47,"Arizona, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Hawaii, Maryland, Massachusetts, New Jersey, New Mexico, New York, North Carolina, Pennsylvania, Puerto Rico, Rhode Island, Wyoming"
3/19/21 12:47,"Alabama, Alaska, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Hawaii, Idaho, Illinois, Indiana, Kansas, Louisiana, Maine, Maryland, Massachusetts, Michigan, Mississippi, Missouri, Montana, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, Ohio, Oklahoma, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Utah, Vermont, Virginia, Washington, Wyoming"
3/19/21 12:48,"Alabama, Alaska, Arizona, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Illinois, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, New Jersey, New Mexico, New York, North Carolina, Ohio, Oregon, Pennsylvania, South Carolina, Tennessee, Texas, Vermont, Virginia, Washington, West Virginia"
3/19/21 12:49,"California, Connecticut, Florida, Georgia, Nevada, New Mexico, New York, Puerto Rico, Texas, Wisconsin"
3/19/21 12:50,"Arizona, California, District of Columbia, Illinois, Indiana, Iowa, Louisiana, Maryland, Michigan, Nevada, New Jersey, New York, Ohio, Virginia, Wisconsin"
3/19/21 12:52,"Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Utah, Vermont, Virginia, West Virginia, Wyoming"
3/19/21 12:53,"California, Connecticut, Delaware, Florida, Georgia, Maryland, Massachusetts, New Jersey, New York, North Carolina, Pennsylvania, Puerto Rico, South Carolina, Virginia"
3/19/21 12:55,"Alaska, Arizona, California, Colorado, Connecticut, Florida, Georgia, Hawaii, Kentucky, Massachusetts, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Utah, Washington"
3/19/21 12:56,"Arizona, California, Colorado, Connecticut, Florida, Georgia, Indiana, Maine, Massachusetts, Michigan, New Hampshire, New Jersey, New York, North Carolina, Ohio, Pennsylvania, Puerto Rico, Rhode Island, Vermont, Wyoming"
3/19/21 13:00,"Alaska, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Hawaii, Illinois, Maine, Maryland, Massachusetts, Michigan, Nevada, New Hampshire, New Jersey, New York, Ohio, Pennsylvania, Puerto Rico, Rhode Island, Vermont, Virginia, Washington, West Virginia"
3/19/21 13:03,"Connecticut, District of Columbia, Florida, Illinois, Maine, Maryland, Massachusetts, New Jersey, New York, Pennsylvania, Virginia"
3/19/21 13:04,"Arkansas, California, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Illinois, Maryland, Massachusetts, Michigan, Missouri, New Hampshire, New Jersey, New York, North Carolina, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Vermont"
3/19/21 13:04,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Illinois, Indiana, Kansas, Maine, Maryland, Massachusetts, Nevada, New Jersey, New York, North Carolina, Ohio, Pennsylvania, South Carolina, Tennessee, Texas, Utah, Virginia, Washington"
3/19/21 13:07,"California, Connecticut, District of Columbia, Florida, Indiana, Massachusetts, New Hampshire, New Jersey, New York, Pennsylvania, Virginia"
3/19/21 13:07,"Arizona, California, Colorado, Connecticut, District of Columbia, Florida, Illinois, Indiana, Maine, Maryland, Massachusetts, Michigan, Mississippi, New Hampshire, New Jersey, New Mexico, New York, Pennsylvania, Puerto Rico, Rhode Island, Tennessee, Vermont, Virginia, West Virginia"
3/19/21 13:08,"California, District of Columbia, Florida, New Jersey, New York"
3/19/21 13:14,New York
3/19/21 13:14,"California, District of Columbia, Florida, Hawaii, Illinois, Maryland, Michigan, Nevada, New Jersey, New York, North Carolina, Pennsylvania, Utah, Virginia, Washington"
3/19/21 13:14,"Alaska, Arizona, California, Colorado, District of Columbia, Florida, Georgia, Illinois, Indiana, Maryland, Nevada, New Mexico, New York, North Carolina, Pennsylvania, South Carolina, Tennessee, Virginia"
3/19/21 13:17,"Connecticut, Delaware, District of Columbia, Florida, Hawaii, Maine, Maryland, Massachusetts, New Hampshire, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, Vermont"
3/19/21 13:18,"California, Connecticut, Florida, Guam, Massachusetts, New Jersey, New York, North Carolina, Pennsylvania, Rhode Island, Vermont, Virginia"
3/19/21 13:19,"California, Connecticut, Delaware, District of Columbia, Florida, Hawaii, Illinois, Louisiana, Maine, Maryland, Massachusetts, Michigan, Missouri, New Jersey, New Mexico, New York, North Carolina, Ohio, Oregon, Pennsylvania, Rhode Island, Utah, Virginia, Washington"
3/19/21 13:20,"Arizona, California, Colorado, Connecticut, District of Columbia, Hawaii, Idaho, Illinois, Iowa, Kentucky, Maryland, Minnesota, Missouri, Nevada, New York, North Carolina, Ohio, Oregon, Pennsylvania, South Dakota, Tennessee, Texas, Utah, Virginia, Washington, West Virginia, Wyoming"
3/19/21 13:26,"Arizona, California, Colorado, Florida, Georgia, Illinois, Maine, Massachusetts, Michigan, Minnesota, New York, Pennsylvania, Rhode Island, Wisconsin, Wyoming"
3/19/21 13:28,"Connecticut, Delaware, District of Columbia, Florida, Georgia, Illinois, Indiana, Maine, Maryland, Massachusetts, Michigan, New Hampshire, New York, Rhode Island, Texas, U.S. Virgin Islands, Vermont, Virginia, Wyoming"
3/19/21 13:30,"Alabama, Arizona, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Mississippi, Nevada, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, South Dakota, Texas, Utah, Vermont, Virginia, Washington, West Virginia, Wyoming"
3/19/21 13:32,"California, Connecticut, Illinois, Massachusetts, Nevada, New York"
3/19/21 13:50,"California, District of Columbia, Florida, Hawaii, Massachusetts, New Jersey, New York, Oregon, Pennsylvania, Washington"
3/19/21 13:51,"Arizona, California, Connecticut, Delaware, District of Columbia, Hawaii, Illinois, Indiana, Maryland, Massachusetts, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, Texas, Virginia, West Virginia"
3/19/21 14:00,"California, Connecticut, Delaware, District of Columbia, Florida, Georgia, Maine, Maryland, Massachusetts, New Jersey, New York, North Carolina, Pennsylvania, Puerto Rico, Rhode Island, Vermont, Virginia, West Virginia"
3/19/21 14:05,"California, District of Columbia, Florida, Massachusetts, Nevada, New Jersey, New York, Ohio, Pennsylvania, Texas"
3/19/21 14:12,"California, Connecticut, Delaware, Florida, Massachusetts, New Jersey, New York, Pennsylvania, Puerto Rico, Utah, Vermont"
3/19/21 14:25,"California, District of Columbia, Florida, Illinois, Massachusetts, New Mexico, New York, North Carolina, Oklahoma, Pennsylvania, Texas"
3/19/21 14:28,"Connecticut, District of Columbia, Florida, Illinois, Indiana, Maine, Maryland, Massachusetts, New Jersey, New York, North Carolina, Pennsylvania, Rhode Island, Tennessee"
3/19/21 14:31,"Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Maine, Maryland, Massachusetts, Michigan, Minnesota, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, Ohio, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin, Wyoming"
3/19/21 14:34,New York
3/19/21 14:43,"California, Nevada, New York"
3/19/21 14:48,"California, Connecticut, District of Columbia, Georgia, Maryland, Massachusetts, New Jersey, New York, Pennsylvania, South Carolina"
3/19/21 14:49,"Arizona, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Idaho, Illinois, Kentucky, Maine, Maryland, Massachusetts, Nevada, New Hampshire, New Jersey, New Mexico, New York, Pennsylvania, Rhode Island, South Carolina, Tennessee, Utah, Vermont"
3/19/21 14:51,"Arizona, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Idaho, Illinois, Maine, Maryland, Massachusetts, Michigan, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Utah, Vermont, Virginia, Washington, Wyoming"
3/19/21 15:58,"California, Connecticut, Delaware, Florida, Massachusetts, New Jersey, New York, Pennsylvania, Puerto Rico, Utah, Vermont"
3/19/21 16:04,"Georgia, Maryland, New York, Virginia"
3/19/21 16:05,"California, District of Columbia, Florida, Georgia, Hawaii, Illinois, Kentucky, Maine, Maryland, Massachusetts, Michigan, New Jersey, New York, Ohio, Pennsylvania, Texas, Vermont, Virginia, Wyoming"
3/19/21 16:14,"California, Connecticut, Delaware, District of Columbia, Florida, Georgia, Maine, Maryland, Massachusetts, New Jersey, New York, North Carolina, Pennsylvania, Puerto Rico, Rhode Island, Vermont, Virginia, West Virginia"
3/19/21 16:18,"Florida, Georgia, Michigan, New York, North Carolina"
3/19/21 17:08,"California, District of Columbia, Florida, Massachusetts, New Jersey, New York, Ohio, Pennsylvania, Texas"
3/19/21 17:29,Texas
3/19/21 17:30,"District of Columbia, Florida, Michigan, New Jersey, New York, North Carolina, Ohio, Pennsylvania, South Carolina, Virginia"
3/19/21 17:36,"California, Connecticut, District of Columbia, Florida, Massachusetts, New Jersey, New York, Pennsylvania, Puerto Rico"
3/19/21 17:36,"California, Illinois, Indiana, Massachusetts, Michigan, New Jersey, New York, Oregon, Washington"
3/19/21 18:47,"Arizona, California, Colorado, District of Columbia, Hawaii, Maine, Massachusetts, Nevada, New Jersey, New Mexico, New York, North Carolina, Ohio, Oregon, Pennsylvania, Texas"
3/19/21 19:46,"Alabama, Florida, Georgia, Massachusetts, New York, North Carolina, Pennsylvania, Puerto Rico, South Carolina, U.S. Virgin Islands"
3/19/21 20:19,"Arizona, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Maine, Maryland, Massachusetts, Nevada, New Hampshire, New Jersey, New Mexico, New York, Pennsylvania, Rhode Island, Tennessee, U.S. Virgin Islands, Utah, Vermont"
3/19/21 21:23,"Arkansas, California, Florida, Georgia, Kansas, Louisiana, Massachusetts, Missouri, New Jersey, New York, Ohio, Oklahoma, Pennsylvania, Rhode Island, Texas, West Virginia"
3/19/21 21:47,"California, Colorado, Connecticut, Massachusetts, New York, Pennsylvania, Utah"
3/19/21 22:15,"Alaska, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Illinois, Kentucky, Maine, Maryland, Massachusetts, New Jersey, New Mexico, New York, North Carolina, Pennsylvania, Rhode Island, South Carolina, Texas, Vermont, Virginia, Wyoming"
3/19/21 23:25,"Colorado, District of Columbia, Florida, Maine, Maryland, Massachusetts, Michigan, New York, Pennsylvania, Vermont"
3/20/21 0:03,"Arizona, California, Colorado, Connecticut, District of Columbia, Florida, Hawaii, Illinois, Maine, Maryland, Massachusetts, Michigan, Nevada, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Virginia"
3/20/21 0:43,"Arizona, California, Hawaii, Nevada, New York, Washington"
3/20/21 9:23,"California, Connecticut, Delaware, Florida, Maine, Maryland, Massachusetts, New Jersey, New York, South Carolina"
3/20/21 10:41,"Alaska, Arizona, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Hawaii, Illinois, Maine, Maryland, Massachusetts, Montana, Nevada, New Hampshire, New Jersey, New York, North Carolina, Pennsylvania, Puerto Rico, Rhode Island, Texas, U.S. Virgin Islands, Utah, Vermont, Washington, Wyoming"
3/20/21 11:13,"Arizona, Connecticut, Delaware, District of Columbia, Florida, Illinois, Indiana, Maryland, Massachusetts, Michigan, New Jersey, New York, North Carolina, Pennsylvania, Puerto Rico, South Carolina, Tennessee, U.S. Virgin Islands, Utah, Vermont, Virginia"
3/20/21 11:17,"Alaska, California, Michigan, New Jersey, New York, Oregon, Texas, Virginia, Washington"
3/20/21 11:24,"Alaska, Arizona, California, Connecticut, District of Columbia, Florida, Georgia, Idaho, Louisiana, Montana, Nevada, New Hampshire, New Jersey, New York, North Carolina, Pennsylvania, Puerto Rico, Rhode Island, South Carolina, Utah, Vermont, Virginia, Wyoming"
3/20/21 14:05,"Alaska, California, Florida, Illinois, Indiana, Maine, Maryland, Massachusetts, Nevada, New Hampshire, New Jersey, New York, North Carolina, Oregon, Pennsylvania, Rhode Island, South Carolina, Texas, Vermont, Virginia, Washington, West Virginia"
3/20/21 15:12,"Arizona, California, Nevada, New Jersey, New York, Washington"
3/20/21 15:52,"Connecticut, District of Columbia, Florida, Massachusetts, New Jersey, New York, Pennsylvania"
3/20/21 16:00,"Delaware, District of Columbia, Florida, Georgia, Louisiana, Maryland, Massachusetts, Michigan, Missouri, New Hampshire, New Jersey, New York, North Carolina, Pennsylvania, South Carolina, Vermont, Virginia, West Virginia"
3/20/21 16:04,"Alaska, California, Connecticut, Delaware, District of Columbia, Florida, Georgia, Idaho, Maryland, Massachusetts, Michigan, New Hampshire, New Jersey, New York, North Carolina, Pennsylvania, Puerto Rico, Texas, Virginia"
3/20/21 18:21,"Alaska, Arizona, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Hawaii, Illinois, Maine, Maryland, Massachusetts, Montana, Nevada, New Hampshire, New Jersey, New York, North Carolina, Pennsylvania, Puerto Rico, Rhode Island, Texas, U.S. Virgin Islands, Utah, Vermont, Washington, Wyoming"
3/20/21 18:32,"Arizona, Connecticut, Florida, Maine, Massachusetts, New Hampshire, New Jersey, New York, Pennsylvania, Puerto Rico, Rhode Island, South Carolina, Vermont"
3/20/21 20:30,"California, Connecticut, District of Columbia, Florida, Hawaii, Illinois, Maine, Massachusetts, New Jersey, New York, Ohio, Pennsylvania, Puerto Rico, Texas"
3/20/21 21:13,"Alabama, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Illinois, Iowa, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, Mississippi, New Hampshire, New Jersey, New York, North Carolina, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, U.S. Virgin Islands, Vermont, Virginia, Washington, West Virginia, Wisconsin, Wyoming"
3/20/21 23:46,"Arizona, California, Connecticut, District of Columbia, Florida, Idaho, Illinois, Iowa, Kansas, Maine, Maryland, Massachusetts, Michigan, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New York, North Carolina, Ohio, Oklahoma, Pennsylvania, Rhode Island, South Carolina, Texas, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin, Wyoming"
3/21/21 0:58,"California, Connecticut, Florida, Maine, Massachusetts, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Texas, Washington"
3/21/21 8:16,"California, Florida, Georgia, Michigan, New York"
